FirstName,LastName,PersonPostalCode,UniversityName,UniversityPostalCode,DistanceKM
Alexia,Peeters,L2R2P2,Nicola Valley Institute of Technology,V1K1R1,3218
Alexia,Peeters,L2R2P2,Nipissing University,P1B8L7,356
Alexia,Peeters,L2R2P2,Queen's University,K7L3N6,264
Alexia,Peeters,L2R2P2,Ryerson University,M5B2K3,58
Alexia,Peeters,L2R2P2,Simon Fraser University,V5A1S6,3378
Alexia,Peeters,L2R2P2,St. Francis Xavier University,B2G2W5,1399
Alexia,Peeters,L2R2P2,Trent University,L1J5Y1,89
Alexia,Peeters,L2R2P2,Universite de Montreal,H3T1J4,522
Alexia,Peeters,L2R2P2,Universite de Sherbrooke,J1K2R1,637
Alexia,Peeters,L2R2P2,Universite Laval,G1V0A6,748
Alexia,Peeters,L2R2P2,University of Alberta,T6G2R3,2747
Alexia,Peeters,L2R2P2,University of British Columbia,V6T1Z4,3367
Alexia,Peeters,L2R2P2,University of Calgary,T2N1N4,2749
Alexia,Peeters,L2R2P2,University of Guelph,N1G2W1,86
Alexia,Peeters,L2R2P2,University of Lethbridge,T1K3M4,2647
Alexia,Peeters,L2R2P2,University of Manitoba,R3T2N2,1550
Alexia,Peeters,L2R2P2,University of Moncton,E1A3E9,1198
Alexia,Peeters,L2R2P2,University of New Brunswick,E3B5A3,1043
Alexia,Peeters,L2R2P2,University of Northern British Columbia,V2N4Z9,3366
Alexia,Peeters,L2R2P2,University of Ontario Institute of Technology,L1G0C5,93
Alexia,Peeters,L2R2P2,University of Ottawa,K1N6N5,384
Alexia,Peeters,L2R2P2,University of Prince Edward Island,C1A4P3,1330
Alexia,Peeters,L2R2P2,University of Quebec,G1K9H7,755
Alexia,Peeters,L2R2P2,University of Regina,S4S0A2,2077
Alexia,Peeters,L2R2P2,University of Saskatchewan,S7N5A2,2259
Alexia,Peeters,L2R2P2,University of Toronto,M5S1A1,59
Alexia,Peeters,L2R2P2,"University of Toronto, Mississauga",L5L1C6,54
Alexia,Peeters,L2R2P2,"University of Toronto, Scarborough",M1C1A4,73
Alexia,Peeters,L2R2P2,University of Victoria,V8P5C2,3416
Alexia,Peeters,L2R2P2,University of Waterloo,N2L3G1,107
Alexia,Peeters,L2R2P2,University of Western Ontario,N6A3K7,160
Alexia,Peeters,L2R2P2,University of Windsor,N9B3P4,321
Alexia,Peeters,L2R2P2,University of Winnipeg,R3B2E9,1553
Alexia,Peeters,L2R2P2,Wilfrid Laurier University,N2L3C5,107
Alexia,Peeters,L2R2P2,William and Catherine Booth College,R3B2P2,1553
Alexia,Peeters,L2R2P2,York University,M3J1P3,72
Alexia,Peeters,L2R2P2,Yukon College,Y1A5K4,4129
Dawn,Gauthier,S4P3Y2,Acadia University,B4P2R6,3033
Dawn,Gauthier,S4P3Y2,Athabasca University,T9S3A3,752
Dawn,Gauthier,S4P3Y2,Bishop's University,J1M1Z7,2490
Dawn,Gauthier,S4P3Y2,Brandon University,R7A6A9,343
Dawn,Gauthier,S4P3Y2,British Columbia Institute of Technology,V5G3H2,1317
Dawn,Gauthier,S4P3Y2,Brock University,L2S3A1,2084
Dawn,Gauthier,S4P3Y2,Canadian Mennonite University,R3P2N2,535
Dawn,Gauthier,S4P3Y2,Carleton University,K1S5B6,2216
Dawn,Gauthier,S4P3Y2,College of New Caledonia,V2N1P8,1297
Dawn,Gauthier,S4P3Y2,College of the Rockies,V1C5L7,799
Dawn,Gauthier,S4P3Y2,Columbia College,V6A0C1,1323
Dawn,Gauthier,S4P3Y2,Concordia University,H3G1M8,2361
Dawn,Gauthier,S4P3Y2,Conestoga College,N2G4M4,1982
Dawn,Gauthier,S4P3Y2,Dalhousie University,B3H4R2,3110
